Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ks/call  Ks/call  name    
[434]    0.0    0.00    0.00       7         __mod_timer_MOD_init_alarm [434]
                0.00    0.00       7/4884        __mod_date_MOD_initfromtypedt [321]
                0.00    0.00       7/23          __mod_date_MOD_initfromtypeit [387]
-----------------------------------------------
                0.00    0.00       6/6           __mod_clm_snicar_MOD_snowoptics_init [523]
[435]    0.0    0.00    0.00       6         __mod_clm_nchelper_MOD_clm_readvar_real8_2d [435]
                0.00    0.00      12/2651        __mod_clm_nchelper_MOD_clm_checkncerr [331]
-----------------------------------------------
                0.00    0.00       1/6           __mod_date_MOD_timeval2date_double [351]
                0.00    0.00       5/6           __mod_date_MOD_initfromint8dtwc [439]
[436]    0.0    0.00    0.00       6         __mod_date_MOD_date_to_days_from_reference [436]
                0.00    0.00     654/648918      __mod_date_MOD_yeardays [312]
-----------------------------------------------
                0.00    0.00       6/6           __mod_params_MOD_param <cycle 1> [94]
[437]    0.0    0.00    0.00       6         __mod_timer_MOD_init_syncro [437]
-----------------------------------------------
                0.00    0.00       5/5           __mod_clm_pftvarcon_MOD_pftconrd [517]
[438]    0.0    0.00    0.00       5         __mod_clm_nchelper_MOD_clm_readvar_integer_1d [438]
                0.00    0.00      10/2651        __mod_clm_nchelper_MOD_clm_checkncerr [331]
-----------------------------------------------
                0.00    0.00       2/5           __mod_dynparam_MOD_initparam [539]
                0.00    0.00       3/5           __mod_params_MOD_param <cycle 1> [94]
[439]    0.0    0.00    0.00       5         __mod_date_MOD_initfromint8dtwc [439]
                0.00    0.00       5/5           __mod_date_MOD_split_i10_8 [440]
                0.00    0.00       5/6           __mod_date_MOD_date_to_days_from_reference [436]
-----------------------------------------------
                0.00    0.00       5/5           __mod_date_MOD_initfromint8dtwc [439]
[440]    0.0    0.00    0.00       5         __mod_date_MOD_split_i10_8 [440]
-----------------------------------------------
                0.00    0.00       1/5           __mod_bdycod_MOD_setup_bdycon [490]
                0.00    0.00       1/5           __mod_rad_o3blk_MOD_o3data [217]
                0.00    0.00       3/5           __mod_clm_initimeconst_MOD_initimeconst [12]
[441]    0.0    0.00    0.00       5         __mod_mpmessage_MOD_vprntv_r8 [441]
-----------------------------------------------
                0.00    0.00       5/5           __mod_params_MOD_param <cycle 1> [94]
[442]    0.0    0.00    0.00       5         __mod_mppparam_MOD_bcast_rcm_time_and_date [442]
                0.00    0.00       5/77          __mod_mppparam_MOD_bcast_int4 [373]
                0.00    0.00       5/10          __mod_mppparam_MOD_bcast_int8 [416]
-----------------------------------------------
                0.00    0.00       2/4           __mod_clm_nchelper_MOD_clm_createfile [240]
                0.00    0.00       2/4           __mod_mppparam_MOD_clset [199]
[443]    0.0    0.00    0.00       4         __mod_memutil_MOD_getmem2d_r [443]
                0.00    0.00       8/1878        __mod_message_MOD_checkalloc [335]
                0.00    0.00       4/4           __mod_space_MOD_getspc2d_r4arr [447]
                0.00    0.00       1/12          __mod_memutil_MOD_relmem2d_r [410]
-----------------------------------------------
                0.00    0.00       4/4           __mod_mppparam_MOD_clset [199]
[444]    0.0    0.00    0.00       4         __mod_memutil_MOD_getmem3d_r [444]
                0.00    0.00       8/1878        __mod_message_MOD_checkalloc [335]
                0.00    0.00       4/4           __mod_space_MOD_getspc3d_r4arr [448]
                0.00    0.00       2/2           __mod_memutil_MOD_relmem3d_r [476]
-----------------------------------------------
                0.00    0.00       2/4           __mod_params_MOD_param <cycle 1> [94]
                0.00    0.00       2/4           __mod_clm_control_MOD_control_init [498]
[445]    0.0    0.00    0.00       4         __mod_mppparam_MOD_bcast_arr_int4 [445]
-----------------------------------------------
                0.00    0.00       4/4           __mod_savefile_MOD_write_savefile [258]
[446]    0.0    0.00    0.00       4         __mod_savefile_MOD_myputvar4dd.constprop.8 [446]
-----------------------------------------------
                0.00    0.00       4/4           __mod_memutil_MOD_getmem2d_r [443]
[447]    0.0    0.00    0.00       4         __mod_space_MOD_getspc2d_r4arr [447]
-----------------------------------------------
                0.00    0.00       4/4           __mod_memutil_MOD_getmem3d_r [444]
[448]    0.0    0.00    0.00       4         __mod_space_MOD_getspc3d_r4arr [448]
-----------------------------------------------
                0.00    0.00       3/3           __mod_params_MOD_param <cycle 1> [94]
[449]    0.0    0.00    0.00       3         __mod_atm_interface_MOD_setup_boundaries [449]
                0.00    0.00      12/21          __mod_memutil_MOD_getmem2d_l [391]
                0.00    0.00       3/20          __mod_memutil_MOD_getmem2d_i [393]
-----------------------------------------------
                0.00    0.00       3/3           __mod_clm_snicar_MOD_snowage_init [522]
[450]    0.0    0.00    0.00       3         __mod_clm_nchelper_MOD_clm_readvar_real8_3d [450]
                0.00    0.00       6/2651        __mod_clm_nchelper_MOD_clm_checkncerr [331]
-----------------------------------------------
                0.00    0.00       3/3           __mod_ncstream_MOD_outstream_setup [458]
[451]    0.0    0.00    0.00       3         __mod_date_MOD_set_calint [451]
-----------------------------------------------
                0.00    0.00       3/3           __mod_lm_interface_MOD_init_surface_model [178]
[452]    0.0    0.00    0.00       3         __mod_memutil_MOD_assignp3d_i [452]
-----------------------------------------------
                0.00    0.00       3/3           __mod_tendency_MOD_allocate_mod_tend [197]
[453]    0.0    0.00    0.00       3         __mod_memutil_MOD_assignp4d5_d [453]
-----------------------------------------------
                0.00    0.00       3/3           __mod_clm_decompinit_MOD_decompinit_glcp [241]
[454]    0.0    0.00    0.00       3         __mod_mppparam_MOD_allgather_i [454]
-----------------------------------------------
                0.00    0.00       1/3           __mod_ncio_MOD_read_domain_info [242]
                0.00    0.00       2/3           __mod_clm_control_MOD_control_init [498]
[455]    0.0    0.00    0.00       3         __mod_mppparam_MOD_bcast_arr_real8 [455]
-----------------------------------------------
                0.00    0.00       3/3           __mod_ncout_MOD_init_output_streams [142]
[456]    0.0    0.00    0.00       3         __mod_ncout_MOD_countvars [456]
-----------------------------------------------
                0.00    0.00       3/3           __mod_ncout_MOD_dispose_output_streams [564]
[457]    0.0    0.00    0.00       3         __mod_ncstream_MOD_outstream_dispose [457]
-----------------------------------------------
                0.00    0.00       3/3           __mod_ncout_MOD_newoutfiles [224]
[458]    0.0    0.00    0.00       3         __mod_ncstream_MOD_outstream_setup [458]
                0.00    0.00      84/1060        __mod_ncstream_MOD_add_attribute [339]
                0.00    0.00      15/127         __mod_ncstream_MOD_outstream_addvar [365]
                0.00    0.00       3/4884        __mod_date_MOD_initfromtypedt [321]
                0.00    0.00       3/7           __mod_date_MOD_initfromintdt [430]
                0.00    0.00       3/3           __mod_date_MOD_set_calint [451]
                0.00    0.00       3/11          __mod_date_MOD_set_caltype [412]
                0.00    0.00       3/17          __mod_date_MOD_hourdiff [398]
-----------------------------------------------
                0.00    0.00       1/3           __mod_clm_control_MOD_control_init [498]
                0.00    0.00       1/3           __mod_clm_hydrology1_MOD_hydrology1_readnl [506]
                0.00    0.00       1/3           __mod_clm_soilhydrology_MOD_soilhydrology_readnl [524]
[459]    0.0    0.00    0.00       3         __mod_stdio_MOD_file_freeunit [459]
-----------------------------------------------
                0.00    0.00       1/3           __mod_clm_control_MOD_control_init [498]
                0.00    0.00       1/3           __mod_clm_hydrology1_MOD_hydrology1_readnl [506]
                0.00    0.00       1/3           __mod_clm_soilhydrology_MOD_soilhydrology_readnl [524]
[460]    0.0    0.00    0.00       3         __mod_stdio_MOD_file_getunit [460]
-----------------------------------------------
                0.00    0.00       2/2           __mod_clm_restfile_MOD_restfile_write [160]
[461]    0.0    0.00    0.00       2         __mod_clm_accumul_MOD_accumulrest [461]
                0.00    0.00      30/549         __mod_clm_nchelper_MOD_clm_addvar [341]
                0.00    0.00      15/21          __mod_clm_nchelper_MOD_clm_writevar_integer_0d [390]
                0.00    0.00      15/261         __mod_clm_nchelper_MOD_clm_writevar_real8_1d_par_sg [349]
                0.00    0.00       2/4770        __mod_timer_MOD_is_integrating [322]
-----------------------------------------------
                0.00    0.00       2/2           __mod_clm_urbaninput_MOD_urbaninput [470]
[462]    0.0    0.00    0.00       2         __mod_clm_nchelper_MOD_clm_check_dim [462]
-----------------------------------------------
                0.00    0.00       2/2           __mod_clm_surfrd_MOD_surfrd_get_data [526]
[463]    0.0    0.00    0.00       2         __mod_clm_nchelper_MOD_clm_check_dimlen [463]
-----------------------------------------------
                0.00    0.00       1/2           __mod_clm_restfile_MOD_restfile_write [160]
                0.00    0.00       1/2           __mod_clm_histfile_MOD_hist_restart_ncd [195]
[464]    0.0    0.00    0.00       2         __mod_clm_nchelper_MOD_clm_enddef [464]
-----------------------------------------------
                0.00    0.00       2/2           __mod_clm_initimeconst_MOD_initimeconst [12]
[465]    0.0    0.00    0.00       2         __mod_clm_nchelper_MOD_clm_readvar_integer_1d_par_sg [465]
                0.00    0.00       4/2651        __mod_clm_nchelper_MOD_clm_checkncerr [331]
-----------------------------------------------
                0.00    0.00       2/2           __mod_clm_histfile_MOD_hist_restart_ncd [195]
[466]    0.0    0.00    0.00       2         __mod_clm_nchelper_MOD_clm_writevar_integer_1d [466]
                0.00    0.00       2/2651        __mod_clm_nchelper_MOD_clm_checkncerr [331]
-----------------------------------------------
                0.00    0.00       2/2           __mod_clm_histfile_MOD_hist_restart_ncd [195]
[467]    0.0    0.00    0.00       2         __mod_clm_nchelper_MOD_clm_writevar_logical_0d [467]
                0.00    0.00       2/2651        __mod_clm_nchelper_MOD_clm_checkncerr [331]
-----------------------------------------------
                0.00    0.00       2/2           __mod_clm_reweight_MOD_reweightwrapup [520]
[468]    0.0    0.00    0.00       2         __mod_clm_reweight_MOD_checkweights [468]
                0.00    0.00       2/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
-----------------------------------------------
                0.00    0.00       1/2           __mod_clm_restfile_MOD_restfile_write [160]
                0.00    0.00       1/2           __mod_clm_histfile_MOD_htape_create [243]
[469]    0.0    0.00    0.00       2         __mod_clm_time_manager_MOD_getdatetime [469]
-----------------------------------------------
                0.00    0.00       1/2           __mod_clm_initialize_MOD_initialize2 [11]
                0.00    0.00       1/2           __mod_clm_initialize_MOD_initialize1 [117]
[470]    0.0    0.00    0.00       2         __mod_clm_urbaninput_MOD_urbaninput [470]
                0.00    0.00      14/14          __mod_clm_nchelper_MOD_clm_readvar_real8_3d_par_sg [400]
                0.00    0.00      13/18          __mod_clm_nchelper_MOD_clm_readvar_real8_2d_par_sg [396]
                0.00    0.00       3/7           __mod_clm_nchelper_MOD_clm_inqdim [428]
                0.00    0.00       2/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
                0.00    0.00       2/2           __mod_clm_nchelper_MOD_clm_check_dim [462]
                0.00    0.00       1/9           __mod_clm_nchelper_MOD_clm_openfile [418]
                0.00    0.00       1/1           __mod_clm_nchelper_MOD_clm_readvar_integer_2d_par_sg [513]
                0.00    0.00       1/11          __mod_clm_nchelper_MOD_clm_closefile [411]
-----------------------------------------------
                0.00    0.00       1/2           __mod_ncio_MOD_open_icbc [266]
                0.00    0.00       1/2           __mod_ncio_MOD_read_domain_info [242]
[471]    0.0    0.00    0.00       2         __mod_domain_MOD_check_domain [471]
                0.00    0.00      28/73          __mod_nchelper_MOD_checkncerr [374]
-----------------------------------------------
                0.00    0.00       1/2           __mod_cu_interface_MOD_allocate_cumulus [176]
                0.00    0.00       1/2           __mod_rad_colmod3_MOD_allocate_mod_rad_colmod3 [174]
[472]    0.0    0.00    0.00       2         __mod_memutil_MOD_getmem1d_l [472]
                0.00    0.00       4/1878        __mod_message_MOD_checkalloc [335]
                0.00    0.00       2/2           __mod_space_MOD_getspc1d_larr [488]
-----------------------------------------------
                0.00    0.00       2/2           __mod_memutil_MOD_getmem3d_d [102]
[473]    0.0    0.00    0.00       2         __mod_memutil_MOD_relmem3d_d [473]
-----------------------------------------------
                0.00    0.00       2/2           __mod_memutil_MOD_getmem3d_i [423]
[474]    0.0    0.00    0.00       2         __mod_memutil_MOD_relmem3d_i [474]
-----------------------------------------------
                0.00    0.00       2/2           __mod_memutil_MOD_getmem3d_l [424]
[475]    0.0    0.00    0.00       2         __mod_memutil_MOD_relmem3d_l [475]
-----------------------------------------------
                0.00    0.00       2/2           __mod_memutil_MOD_getmem3d_r [444]
[476]    0.0    0.00    0.00       2         __mod_memutil_MOD_relmem3d_r [476]
-----------------------------------------------
                0.00    0.00       2/2           __mod_clm_regcm_MOD_initclm45 [10]
[477]    0.0    0.00    0.00       2         __mod_mppparam_MOD_global_to_linear_integer_subgrid_subgrid [477]
-----------------------------------------------
                0.00    0.00       2/2           __mod_mppparam_MOD_cl_setup_real8 [198]
[478]    0.0    0.00    0.00       2         __mod_mppparam_MOD_logical_2d_collect [478]
                0.00    0.00       2/648         __mod_mppparam_MOD_glosplitw [340]
-----------------------------------------------
                0.00    0.00       2/2           __mod_mppparam_MOD_cl_setup_real8 [198]
[479]    0.0    0.00    0.00       2         __mod_mppparam_MOD_logical_2d_sub_collect [479]
                0.00    0.00       2/648         __mod_mppparam_MOD_glosplitw [340]
-----------------------------------------------
                0.00    0.00       2/2           __mod_clm_regcm_MOD_initclm45 [10]
[480]    0.0    0.00    0.00       2         __mod_mppparam_MOD_mypack_global_integer_subgrid [480]
-----------------------------------------------
                0.00    0.00       2/2           __mod_params_MOD_param <cycle 1> [94]
[481]    0.0    0.00    0.00       2         __mod_mppparam_MOD_real8_2d_exchange_bottom_top [481]
-----------------------------------------------
                0.00    0.00       2/2           __mod_params_MOD_param <cycle 1> [94]
[482]    0.0    0.00    0.00       2         __mod_mppparam_MOD_real8_2d_exchange_left_right [482]
-----------------------------------------------
                0.00    0.00       2/2           __mod_mppparam_MOD_cl_setup_real8 [198]
[483]    0.0    0.00    0.00       2         __mod_mppparam_MOD_reorder_logical_global_subgrid_2d [483]
-----------------------------------------------
                0.00    0.00       2/2           __mod_ncio_MOD_read_domain_info [242]
[484]    0.0    0.00    0.00       2         __mod_nchelper_MOD_get_attribute_char [484]
                0.00    0.00       2/73          __mod_nchelper_MOD_checkncerr [374]
-----------------------------------------------
                0.00    0.00       1/2           __mod_ncio_MOD_open_icbc [266]
                0.00    0.00       1/2           __mod_ncio_MOD_read_domain_info [242]
[485]    0.0    0.00    0.00       2         __mod_nchelper_MOD_openfile_withname [485]
                0.00    0.00       2/73          __mod_nchelper_MOD_checkncerr [374]
-----------------------------------------------
                0.00    0.00       1/2           __mod_regcm_interface_MOD_rcm_finalize [264]
                0.00    0.00       1/2           __mod_ncio_MOD_open_icbc [266]
[486]    0.0    0.00    0.00       2         __mod_ncio_MOD_close_icbc [486]
-----------------------------------------------
                0.00    0.00       2/2           __mod_savefile_MOD_write_savefile [258]
[487]    0.0    0.00    0.00       2         __mod_savefile_MOD_savedefvar.constprop.2 [487]
-----------------------------------------------
                0.00    0.00       2/2           __mod_memutil_MOD_getmem1d_l [472]
[488]    0.0    0.00    0.00       2         __mod_space_MOD_getspc1d_larr [488]
-----------------------------------------------
                0.00    0.00       1/1           __mod_regcm_interface_MOD_rcm_initialize <cycle 1> [7]
[489]    0.0    0.00    0.00       1         __mod_atm_interface_MOD_setup_model_indexes [489]
-----------------------------------------------
                0.00    0.00       1/1           __mod_params_MOD_param <cycle 1> [94]
[490]    0.0    0.00    0.00       1         __mod_bdycod_MOD_setup_bdycon [490]
                0.00    0.00       1/5           __mod_mpmessage_MOD_vprntv_r8 [441]
                0.00    0.00       1/1           __mod_runparams_MOD_exponential_nudging [570]
-----------------------------------------------
                0.00    0.00       1/1           __mod_params_MOD_param <cycle 1> [94]
[491]    0.0    0.00    0.00       1         __mod_che_bionit_MOD_allocate_mod_che_bionit [491]
-----------------------------------------------
                0.00    0.00       1/1           __mod_params_MOD_param <cycle 1> [94]
[492]    0.0    0.00    0.00       1         __mod_che_common_MOD_allocate_mod_che_common [492]
-----------------------------------------------
                0.00    0.00       1/1           __mod_params_MOD_param <cycle 1> [94]
[493]    0.0    0.00    0.00       1         __mod_che_dust_MOD_allocate_mod_che_dust [493]
-----------------------------------------------
                0.00    0.00       1/1           __mod_params_MOD_param <cycle 1> [94]
[494]    0.0    0.00    0.00       1         __mod_che_mppio_MOD_allocate_mod_che_mppio [494]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[495]    0.0    0.00    0.00       1         __mod_clm_accumul_MOD_print_accum_fields [495]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize1 [117]
[496]    0.0    0.00    0.00       1         __mod_clm_atmlnd_MOD_init_atm2lnd_type [496]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize1 [117]
[497]    0.0    0.00    0.00       1         __mod_clm_atmlnd_MOD_init_lnd2atm_type [497]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize1 [117]
[498]    0.0    0.00    0.00       1         __mod_clm_control_MOD_control_init [498]
                0.00    0.00      16/53          __mod_mppparam_MOD_bcast_logical [377]
                0.00    0.00      14/27          __mod_mppparam_MOD_bcast_arr_character [383]
                0.00    0.00      14/14          __mod_mppparam_MOD_bcast_arr_text_list [402]
                0.00    0.00       5/77          __mod_mppparam_MOD_bcast_int4 [373]
                0.00    0.00       4/94          __mod_mppparam_MOD_bcast_real8 [371]
                0.00    0.00       2/3           __mod_mppparam_MOD_bcast_arr_real8 [455]
                0.00    0.00       2/4           __mod_mppparam_MOD_bcast_arr_int4 [445]
                0.00    0.00       1/3           __mod_stdio_MOD_file_getunit [460]
                0.00    0.00       1/3           __mod_stdio_MOD_file_freeunit [459]
                0.00    0.00       1/1           __mod_clm_varctl_MOD_set_clmvarctl [533]
                0.00    0.00       1/1           __mod_clm_varctl_MOD_clmvarctl_init [532]
                0.00    0.00       1/1           __mod_clm_hydrology1_MOD_hydrology1_readnl [506]
                0.00    0.00       1/1           __mod_clm_soilhydrology_MOD_soilhydrology_readnl [524]
                0.00    0.00       1/10          __mod_mppparam_MOD_bcast_arr_logical [415]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize1 [117]
[499]    0.0    0.00    0.00       1         __mod_clm_control_MOD_control_print [499]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize1 [117]
[500]    0.0    0.00    0.00       1         __mod_clm_decompinit_MOD_decompinit_lnd [500]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize1 [117]
[501]    0.0    0.00    0.00       1         __mod_clm_domain_MOD_domain_check [501]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_surfrd_MOD_surfrd_get_grid [527]
[502]    0.0    0.00    0.00       1         __mod_clm_domain_MOD_domain_init [502]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[503]    0.0    0.00    0.00       1         __mod_clm_filter_MOD_allocfilters [503]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_reweight_MOD_reweightwrapup [520]
[504]    0.0    0.00    0.00       1         __mod_clm_filter_MOD_setfilters [504]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[505]    0.0    0.00    0.00       1         __mod_clm_histfile_MOD_hist_printflds [505]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_control_MOD_control_init [498]
[506]    0.0    0.00    0.00       1         __mod_clm_hydrology1_MOD_hydrology1_readnl [506]
                0.00    0.00       1/3           __mod_stdio_MOD_file_getunit [460]
                0.00    0.00       1/3           __mod_stdio_MOD_file_freeunit [459]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initgridcells_MOD_initgridcells [175]
[507]    0.0    0.00    0.00       1         __mod_clm_initgridcells_MOD_clm_ptrs_compdown [507]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[508]    0.0    0.00    0.00       1         __mod_clm_initslake_MOD_initslake [508]
                0.00    0.00       1/1           __mod_clm_initslake_MOD_inittimeconst [509]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initslake_MOD_initslake [508]
[509]    0.0    0.00    0.00       1         __mod_clm_initslake_MOD_inittimeconst [509]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
                0.00    0.00       1/438         __mod_clm_decomp_MOD_get_proc_global [344]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[510]    0.0    0.00    0.00       1         __mod_clm_initslake_MOD_makearbinit [510]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_mkarbinit_MOD_mkregcminit [167]
[511]    0.0    0.00    0.00       1         __mod_clm_mkarbinit_MOD_snow_depth2lev [511]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initimeconst_MOD_initimeconst [12]
[512]    0.0    0.00    0.00       1         __mod_clm_nchelper_MOD_clm_readvar_integer_0d [512]
                0.00    0.00       2/2651        __mod_clm_nchelper_MOD_clm_checkncerr [331]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_urbaninput_MOD_urbaninput [470]
[513]    0.0    0.00    0.00       1         __mod_clm_nchelper_MOD_clm_readvar_integer_2d_par_sg [513]
                0.00    0.00       2/2651        __mod_clm_nchelper_MOD_clm_checkncerr [331]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_surfrd_MOD_surfrd_get_grid [527]
[514]    0.0    0.00    0.00       1         __mod_clm_nchelper_MOD_clm_readvar_real4_2d [514]
                0.00    0.00       2/2651        __mod_clm_nchelper_MOD_clm_checkncerr [331]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_pftvarcon_MOD_pftconrd [517]
[515]    0.0    0.00    0.00       1         __mod_clm_nchelper_MOD_clm_readvar_text_1d [515]
                0.00    0.00       2/2651        __mod_clm_nchelper_MOD_clm_checkncerr [331]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_histfile_MOD_hist_restart_ncd [195]
[516]    0.0    0.00    0.00       1         __mod_clm_nchelper_MOD_clm_writevar_real8_0d [516]
                0.00    0.00       1/2651        __mod_clm_nchelper_MOD_clm_checkncerr [331]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize1 [117]
[517]    0.0    0.00    0.00       1         __mod_clm_pftvarcon_MOD_pftconrd [517]
                0.00    0.00      93/117         __mod_clm_nchelper_MOD_clm_readvar_real8_1d [369]
                0.00    0.00       5/5           __mod_clm_nchelper_MOD_clm_readvar_integer_1d [438]
                0.00    0.00       1/9           __mod_clm_nchelper_MOD_clm_openfile [418]
                0.00    0.00       1/7           __mod_clm_nchelper_MOD_clm_inqdim [428]
                0.00    0.00       1/1           __mod_clm_nchelper_MOD_clm_readvar_text_1d [515]
                0.00    0.00       1/11          __mod_clm_nchelper_MOD_clm_closefile [411]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_restfile_MOD_restfile_write [160]
[518]    0.0    0.00    0.00       1         __mod_clm_restfile_MOD_restfile_close [518]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_driver_MOD_clm_drv [18]
[519]    0.0    0.00    0.00       1         __mod_clm_restfile_MOD_restfile_filename [519]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[520]    0.0    0.00    0.00       1         __mod_clm_reweight_MOD_reweightwrapup [520]
                0.00    0.00       2/2           __mod_clm_reweight_MOD_checkweights [468]
                0.00    0.00       1/1           __mod_clm_reweight_MOD_setactive [521]
                0.00    0.00       1/1           __mod_clm_filter_MOD_setfilters [504]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_reweight_MOD_reweightwrapup [520]
[521]    0.0    0.00    0.00       1         __mod_clm_reweight_MOD_setactive [521]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initimeconst_MOD_initimeconst [12]
[522]    0.0    0.00    0.00       1         __mod_clm_snicar_MOD_snowage_init [522]
                0.00    0.00       3/3           __mod_clm_nchelper_MOD_clm_readvar_real8_3d [450]
                0.00    0.00       1/9           __mod_clm_nchelper_MOD_clm_openfile [418]
                0.00    0.00       1/11          __mod_clm_nchelper_MOD_clm_closefile [411]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initimeconst_MOD_initimeconst [12]
[523]    0.0    0.00    0.00       1         __mod_clm_snicar_MOD_snowoptics_init [523]
                0.00    0.00      24/117         __mod_clm_nchelper_MOD_clm_readvar_real8_1d [369]
                0.00    0.00       6/6           __mod_clm_nchelper_MOD_clm_readvar_real8_2d [435]
                0.00    0.00       1/9           __mod_clm_nchelper_MOD_clm_openfile [418]
                0.00    0.00       1/11          __mod_clm_nchelper_MOD_clm_closefile [411]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_control_MOD_control_init [498]
[524]    0.0    0.00    0.00       1         __mod_clm_soilhydrology_MOD_soilhydrology_readnl [524]
                0.00    0.00       1/77          __mod_mppparam_MOD_bcast_int4 [373]
                0.00    0.00       1/3           __mod_stdio_MOD_file_getunit [460]
                0.00    0.00       1/3           __mod_stdio_MOD_file_freeunit [459]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[525]    0.0    0.00    0.00       1         __mod_clm_staticecosysdyn_MOD_ecosystemdynini [525]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize1 [117]
[526]    0.0    0.00    0.00       1         __mod_clm_surfrd_MOD_surfrd_get_data [526]
                0.00    0.00       5/17          __mod_clm_nchelper_MOD_clm_readvar_real8_1d_par_sg [397]
                0.00    0.00       5/9           __mod_clm_nchelper_MOD_clm_check_var [417]
                0.00    0.00       3/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
                0.00    0.00       2/2           __mod_clm_nchelper_MOD_clm_check_dimlen [463]
                0.00    0.00       2/18          __mod_clm_nchelper_MOD_clm_readvar_real8_2d_par_sg [396]
                0.00    0.00       1/9           __mod_clm_nchelper_MOD_clm_openfile [418]
                0.00    0.00       1/11          __mod_mppparam_MOD_sumall_int4 [413]
                0.00    0.00       1/1           __mod_mppparam_MOD_trueforall [558]
                0.00    0.00       1/11          __mod_clm_nchelper_MOD_clm_closefile [411]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize1 [117]
[527]    0.0    0.00    0.00       1         __mod_clm_surfrd_MOD_surfrd_get_grid [527]
                0.00    0.00       2/7           __mod_clm_nchelper_MOD_clm_inqdim [428]
                0.00    0.00       1/9           __mod_clm_nchelper_MOD_clm_openfile [418]
                0.00    0.00       1/1           __mod_clm_nchelper_MOD_clm_readvar_real4_2d [514]
                0.00    0.00       1/11          __mod_clm_nchelper_MOD_clm_closefile [411]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
                0.00    0.00       1/1           __mod_clm_domain_MOD_domain_init [502]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[528]    0.0    0.00    0.00       1         __mod_clm_urbaninit_MOD_urbaninitaero [528]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
-----------------------------------------------
                0.00    0.00       1/1           __mod_clm_initialize_MOD_initialize2 [11]
[529]    0.0    0.00    0.00       1         __mod_clm_urbaninit_MOD_urbaninittimeconst [529]
                0.00    0.00       1/2157        __mod_clm_decomp_MOD_get_proc_bounds [334]
